数据由邢不行整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值
sh688266,N泽璟,2020-01-23,67.52,77.58,60.33,74.59,33.76,35144625.0,2277549591.0,4088122305.26,17901600000.0
sh688266,泽璟制药,2020-02-03,65.51,75.4,61.22,66.76,74.59,20249635.0,1372745968.0,3658976338.64,16022400000.0
sh688266,泽璟制药,2020-02-04,68.81,79.8,65.0,76.65,66.76,20746553.0,1537705496.0,4201026608.1,18396000000.0
sh688266,泽璟制药,2020-02-05,77.0,91.62,75.03,80.81,76.65,20254669.0,1690900425.0,4429027530.34,19394400000.0
sh688266,泽璟制药,2020-02-06,81.0,82.0,74.88,75.47,80.81,15715461.0,1218246103.0,4136353269.58,18112800000.0
sh688266,泽璟制药,2020-02-07,75.3,78.88,71.33,73.22,75.47,12504798.0,936068116.0,4013035463.08,17572800000.0
sh688266,泽璟制药,2020-02-10,73.0,78.99,73.0,77.73,73.22,11941659.0,919747647.0,4260219155.22,18655200000.0
sh688266,泽璟制药,2020-02-11,76.97,76.97,70.0,70.99,77.73,11380070.0,823845347.0,3890813814.86,17037600000.0
sh688266,泽璟制药,2020-02-12,71.74,72.93,70.26,72.28,70.99,5436980.0,391050298.0,3961516023.92,17347200000.0
sh688266,泽璟制药,2020-02-13,72.88,73.39,69.51,70.39,72.28,6293798.0,445669356.0,3857929066.46,16893600000.0
sh688266,泽璟制药,2020-02-14,71.0,76.95,70.6,73.71,70.39,9823780.0,728027322.0,4039891340.94,17690400000.0
sh688266,泽璟制药,2020-02-17,72.2,74.68,71.43,74.27,73.71,6187251.0,452660014.0,4070583772.78,17824800000.0
sh688266,泽璟制药,2020-02-18,74.44,74.45,72.11,73.52,74.27,4605569.0,337044696.0,4029477837.28,17644800000.0
sh688266,泽璟制药,2020-02-19,74.0,77.95,73.64,74.26,73.52,6735898.0,509850990.0,4070035693.64,17822400000.0
sh688266,泽璟制药,2020-02-20,74.08,74.88,71.45,73.08,74.26,5344754.0,389004747.0,4005362355.12,17539200000.0
sh688266,泽璟制药,2020-02-21,71.03,72.6,67.64,67.78,73.08,9744759.0,674057320.0,3714880410.92,16267200000.0
sh688266,泽璟制药,2020-02-24,66.89,66.96,65.0,66.18,67.78,4847144.0,319343200.0,3627187748.52,15883200000.0
sh688266,泽璟制药,2020-02-25,64.98,67.8,64.51,66.9,66.18,4247206.0,281429308.0,3666649446.6,16056000000.0
sh688266,泽璟制药,2020-02-26,66.66,66.66,62.0,62.26,66.9,5151884.0,328976943.0,3412340725.64,14942400000.0
sh688266,泽璟制药,2020-02-27,62.1,62.95,59.1,60.03,62.26,3766842.0,227907901.0,3290119077.42,14407200000.0
sh688266,泽璟制药,2020-02-28,58.33,61.97,57.68,59.7,60.03,2984618.0,179716228.0,3272032465.8,14328000000.0
sh688266,泽璟制药,2020-03-02,60.8,61.34,59.0,61.02,59.7,2778737.0,167557291.0,3344378912.28,14644800000.0
sh688266,泽璟制药,2020-03-03,61.4,62.85,60.78,62.35,61.02,4039781.0,249309731.0,3417273437.9,14964000000.0
sh688266,泽璟制药,2020-03-04,63.4,65.41,62.2,64.94,62.35,5739781.0,368170832.0,3559225935.16,15585600000.0
sh688266,泽璟制药,2020-03-05,64.4,65.3,63.07,63.49,64.94,3351312.0,214366453.0,3479754459.86,15237600000.0
sh688266,泽璟制药,2020-03-06,63.89,65.39,62.7,62.98,63.49,2603866.0,166887613.0,3451802423.72,15115200000.0
sh688266,泽璟制药,2020-03-09,61.0,61.5,58.81,59.03,62.98,3435225.0,205637260.0,3235311163.42,14167200000.0
sh688266,泽璟制药,2020-03-10,58.3,59.37,56.02,58.89,59.03,2640044.0,153171547.0,3227638055.46,14133600000.0
sh688266,泽璟制药,2020-03-11,59.1,60.98,58.3,58.7,58.89,2123343.0,126521147.0,3217224551.8,14088000000.0
sh688266,泽璟制药,2020-03-12,58.5,58.5,56.38,56.63,58.7,1890711.0,108245692.0,3103772169.82,13591200000.0
sh688266,泽璟制药,2020-03-13,53.0,55.8,51.8,54.19,56.63,2781849.0,150777089.0,2970040859.66,13005600000.0
sh688266,泽璟制药,2020-03-16,54.48,55.9,51.6,52.0,54.19,2102800.0,113006185.0,2850011528.0,12480000000.0
sh688266,泽璟制药,2020-03-17,53.05,53.38,49.5,51.32,52.0,2271338.0,115923947.0,2812742146.48,12316800000.0
sh688266,泽璟制药,2020-03-18,51.76,53.04,50.79,50.79,51.32,2010426.0,104768970.0,2783693952.06,12189600000.0
sh688266,泽璟制药,2020-03-19,50.78,52.19,50.29,52.17,50.79,1587762.0,81423474.0,2859328873.38,12520800000.0
sh688266,泽璟制药,2020-03-20,52.87,53.2,51.61,52.06,52.17,1338653.0,70158926.0,2853300002.84,12494400000.0
sh688266,泽璟制药,2020-03-23,50.97,51.9,49.9,49.94,52.06,1387555.0,70557678.0,2737107225.16,11985600000.0
sh688266,泽璟制药,2020-03-24,53.99,59.0,53.27,57.09,49.94,5500952.0,308284687.0,3128983810.26,13701600000.0
sh688266,泽璟制药,2020-03-25,55.8,58.5,55.41,57.6,57.09,4132032.0,236200717.0,3156935846.4,13824000000.0
sh688266,泽璟制药,2020-03-26,57.91,57.92,56.07,57.06,57.6,1973707.0,112858550.0,3127339572.84,13694400000.0
sh688266,泽璟制药,2020-03-27,57.1,57.9,55.0,55.39,57.06,1879114.0,105199177.0,3035810356.46,13293600000.0
sh688266,泽璟制药,2020-03-30,53.99,54.59,51.85,52.02,55.39,2008745.0,106221385.0,2851107686.28,12484800000.0
sh688266,泽璟制药,2020-03-31,52.5,53.2,51.08,51.44,52.02,883091.0,45857415.0,2819319096.16,12345600000.0
sh688266,泽璟制药,2020-04-01,51.76,52.4,50.7,50.75,51.44,917726.0,47212047.0,2781501635.5,12180000000.0
sh688266,泽璟制药,2020-04-02,50.75,52.19,50.1,52.0,50.75,842944.0,43206973.0,2850011528.0,12480000000.0
sh688266,泽璟制药,2020-04-03,52.0,56.54,51.91,54.1,52.0,2170517.0,118680025.0,2965108147.4,12984000000.0
sh688266,泽璟制药,2020-04-07,55.82,56.62,55.0,55.9,54.1,2023830.0,113172126.0,3063762392.6,13416000000.0
sh688266,泽璟制药,2020-04-08,55.28,59.33,55.23,57.9,55.9,2525258.0,146191910.0,3173378220.6,13896000000.0
sh688266,泽璟制药,2020-04-09,58.58,58.85,56.6,58.29,57.9,1743822.0,100845582.0,3194753307.06,13989600000.0
sh688266,泽璟制药,2020-04-10,57.82,59.26,57.0,57.5,58.29,1442281.0,83481431.0,3151455055.0,13800000000.0
sh688266,泽璟制药,2020-04-13,57.5,58.36,56.2,57.9,57.5,1180822.0,67983068.0,3173378220.6,13896000000.0
sh688266,泽璟制药,2020-04-14,57.9,59.55,57.6,59.17,57.9,1418524.0,83726167.0,3242984271.38,14200800000.0
sh688266,泽璟制药,2020-04-15,59.18,59.93,56.5,57.35,59.17,1869434.0,108991962.0,3143233867.9,13764000000.0
sh688266,泽璟制药,2020-04-16,57.0,61.76,56.5,61.0,57.35,3111224.0,186039032.0,3343282754.0,14640000000.0
sh688266,泽璟制药,2020-04-17,60.95,62.59,60.18,60.4,61.0,2204647.0,135264908.0,3310398005.6,14496000000.0
sh688266,泽璟制药,2020-04-20,60.5,62.37,60.21,62.25,60.4,1226172.0,75467818.0,3411792646.5,14940000000.0
sh688266,泽璟制药,2020-04-21,62.25,62.59,60.69,61.15,62.25,1066863.0,65640791.0,3351503941.1,14676000000.0
sh688266,泽璟制药,2020-04-22,60.5,60.8,59.59,60.19,61.15,1424112.0,85480390.0,3298888343.66,14445600000.0
sh688266,泽璟制药,2020-04-23,60.32,61.98,59.9,60.29,60.19,1302287.0,79323897.0,3304369135.06,14469600000.0
sh688266,泽璟制药,2020-04-24,60.3,60.88,59.9,60.38,60.29,785468.0,47378746.0,3309301847.32,14491200000.0
sh688266,泽璟制药,2020-04-27,60.75,63.97,60.25,63.12,60.38,1846544.0,114615224.0,3459475531.68,15148800000.0
sh688266,泽璟制药,2020-04-28,62.5,65.27,61.16,63.51,63.12,2664409.0,168549855.0,3480850618.14,15242400000.0
sh688266,泽璟制药,2020-04-29,63.0,63.51,61.49,62.0,63.51,1505685.0,93810939.0,3398090668.0,14880000000.0
sh688266,泽璟制药,2020-04-30,62.4,62.8,61.6,62.55,62.0,1233083.0,76775614.0,3428235020.7,15012000000.0
sh688266,泽璟制药,2020-05-06,62.98,66.25,62.15,66.09,62.55,2723618.0,177806445.0,3622255036.26,15861600000.0
sh688266,泽璟制药,2020-05-07,66.0,70.2,65.26,69.69,66.09,3683863.0,251453775.0,3819563526.66,16725600000.0
sh688266,泽璟制药,2020-05-08,70.27,72.76,68.38,69.42,69.69,3491295.0,246844817.0,3804765389.88,16660800000.0
sh688266,泽璟制药,2020-05-11,69.42,70.77,68.66,70.77,69.42,1651289.0,115426650.0,3878756073.78,16984800000.0
sh688266,泽璟制药,2020-05-12,72.17,75.2,72.17,74.86,70.77,3444776.0,254830485.0,4102920442.04,17966400000.0
