数据由邢不行整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值
sh688661,N和林,2021-03-29,36.78,38.0,33.0,33.1,17.71,12024044.0,421091443.0,538944063.8,2648000000.0
sh688661,和林微纳,2021-03-30,32.2,43.8,32.2,42.21,33.1,11003892.0,410200062.0,687275798.5799999,3376800000.0
sh688661,和林微纳,2021-03-31,40.5,46.66,39.44,44.0,42.21,8882419.0,380371835.0,716421112.0,3520000000.0
sh688661,和林微纳,2021-04-01,43.0,44.51,41.05,41.86,44.0,5277794.0,224715770.0,681576994.2800001,3348800000.0
sh688661,和林微纳,2021-04-02,42.33,50.5,41.97,47.8,41.86,6957512.0,320007516.0,778293844.4,3824000000.0
sh688661,和林微纳,2021-04-06,48.76,51.8,45.05,48.53,47.8,6381918.0,307873491.0,790179921.94,3882400000.0
sh688661,和林微纳,2021-04-07,48.0,48.77,46.0,46.8,48.53,4719459.0,222031170.0,762011546.4,3744000000.0
sh688661,和林微纳,2021-04-08,47.99,47.99,43.43,43.6,46.8,4391545.0,200168209.0,709908192.8,3488000000.0
sh688661,和林微纳,2021-04-09,43.66,52.32,43.66,52.32,43.6,5713715.0,275571203.0,851889831.3599999,4185600000.0
sh688661,和林微纳,2021-04-12,52.77,52.77,48.0,49.17,52.32,4617441.0,228880679.0,800600592.66,3933600000.0
sh688661,和林微纳,2021-04-13,49.0,54.49,47.51,54.2,49.17,4907853.0,251337327.0,882500551.6,4336000000.0
sh688661,和林微纳,2021-04-14,53.01,57.2,51.66,53.25,54.2,3849229.0,208046222.0,867032368.5,4260000000.0
sh688661,和林微纳,2021-04-15,52.58,56.33,50.63,51.18,53.25,3838062.0,204820618.0,833328011.64,4094400000.0
sh688661,和林微纳,2021-04-16,51.87,53.21,50.0,51.5,51.18,3121998.0,160789648.0,838538347.0000001,4120000000.0
sh688661,和林微纳,2021-04-19,51.78,56.06,49.95,54.3,51.5,4395375.0,234743227.0,884128781.4,4344000000.0
sh688661,和林微纳,2021-04-20,56.0,59.5,53.35,56.09,54.3,4052474.0,231085801.0,913274094.82,4487200000.0
sh688661,和林微纳,2021-04-21,55.01,60.48,55.01,59.28,56.09,2999289.0,175426719.0,965214625.44,4742400000.0
sh688661,和林微纳,2021-04-22,59.58,62.66,58.51,61.47,59.28,3024555.0,184235336.0,1000872858.06,4917600000.0
sh688661,和林微纳,2021-04-23,60.51,62.66,58.35,59.63,61.47,3321471.0,199835687.0,970913429.74,4770400000.0
sh688661,和林微纳,2021-04-26,59.23,62.64,57.6,60.44,59.63,2661227.0,159297847.0,984102091.12,4835200000.0
sh688661,和林微纳,2021-04-27,60.0,62.3,57.19,58.62,60.44,2347276.0,139023648.0,954468308.76,4689600000.0
sh688661,和林微纳,2021-04-28,57.76,65.24,57.6,64.66,58.62,2710739.0,164557625.0,1052813388.68,5172800000.0
sh688661,和林微纳,2021-04-29,64.0,65.8,61.9,63.63,64.66,2495698.0,159083070.0,1036042621.74,5090400000.0
sh688661,和林微纳,2021-04-30,65.5,71.95,63.1,69.62,63.63,3198653.0,217065602.0,1133573586.76,5569600000.0
sh688661,和林微纳,2021-05-06,68.61,78.8,68.51,75.79,69.62,3057548.0,225140638.0,1234035365.42,6063200000.0
sh688661,和林微纳,2021-05-07,75.8,77.64,71.78,74.51,75.79,2182503.0,162070719.0,1213194023.98,5960800000.0
sh688661,和林微纳,2021-05-10,74.6,82.98,72.96,82.09,74.51,2452126.0,195156589.0,1336613842.8200002,6567200000.0
sh688661,和林微纳,2021-05-11,81.58,88.0,71.13,72.88,82.09,4843882.0,376573885.0,1186653878.24,5830400000.0
sh688661,和林微纳,2021-05-12,72.7,75.96,69.5,75.2,72.88,3316879.0,242703177.0,1224428809.6,6016000000.0
sh688661,和林微纳,2021-05-13,73.11,75.72,71.52,73.8,75.2,2059875.0,151657609.0,1201633592.4,5904000000.0
sh688661,和林微纳,2021-05-14,73.68,81.49,72.92,78.79,73.8,3033060.0,236447470.0,1282882259.42,6303200000.0
